name,content
"Наказателно право","Клеветата, както и обидата е престъпление против честта на пострадалия"
"Наказателно право","Престъпление е това общественоопасно деяние (действие или бездействие), което е извършено виновно и е обявено от закона за наказуемо."
"Наказателно право","Общественоопасно е деянието, което застрашава или уврежда личността, правата на гражданите, собствеността, установения с Конституцията правов ред в Република България или други интереси, защитени от правото."
"Наказателно право","Общественоопасното деяние е извършено виновно, когато е умишлено или непредпазливо."
"Наказателно право","Деянието е умишлено, когато деецът е съзнавал общественоопасния му характер, предвиждал е неговите общественоопасни последици и е искал или допускал настъпването на тези последици."
"Наказателно право","Деянието е непредпазливо, когато деецът не е предвиждал настъпването на общественоопасните последици, но е бил длъжен и е могъл да ги предвиди, или когато е предвиждал настъпването на тези последици, но е мислил да ги предотврати."
"Наказателно право","Приготовление е подготвянето на средства, намирането на съучастници и изобщо създаването на условия за извършване на намисленото престъпление, преди да е почнало неговото изпълнение."
"Наказателно право","Опитът е започнатото изпълнение на умишлено престъпление, при което изпълнителното деяние не е довършено или макар и да е довършено, не са настъпили предвидените в закона и искани от дееца общественоопасни последици на това престъпление."
"Наказателно право","При опит деецът се наказва с наказанието, предвидено за довършеното престъпление, като се взема предвид степента на осъществяване на намерението и причините, поради които престъплението е останало недовършено."
"Наказателно право","Съучастници в извършването на умишлено престъпление са извършителите, подбудителите и помагачите."
"Наказателно право","Извършител е този, който участвува в самото изпълнение на престъплението."
"Наказателно право","Подбудител е този, който умишлено е склонил другиго да извърши престъплението."
"Наказателно право","Помагач е този, който умишлено е улеснил извършването на престъплението чрез съвети, разяснения, обещание да се даде помощ след деянието, отстраняване на спънки, набавяне на средства или по друг начин."
"Наказателно право","Всички съучастници се наказват с наказанието, предвидено за извършеното престъпление, като се вземат предвид характерът и степента на тяхното участие."
"Наказателно право","Подбудителят и помагачът отговарят само за онова, за което умишлено са подбудили или подпомогнали извършителя."
"Наказателно право","Когато поради определено лично свойство или отношение на дееца законът възвежда извършеното деяние в престъпление, за това престъпление отговарят и подбудителят, и помагачът, за които тези обстоятелства не са налице."
"Наказателно право","Ако с едно деяние са извършени няколко престъпления или ако едно лице е извършило няколко отделни престъпления, преди да е имало влязла в сила присъда за което и да е от тях, съдът, след като определи наказание за всяко престъпление отделно, налага най-тежкото от тях."
"Наказателно право","Когато едно лице извърши престъпление, след като е осъдено с влязла в сила присъда на лишаване от свобода, но преди да е изтърпяло това наказание, съдът присъединява към неизтърпяната част изцяло или отчасти наказанието по втората присъда, ако то е лишаване от свобода. Определеното общо наказание не може да бъде по-малко от наказанието по втората присъда."
"Наказателно право","Наказателноотговорно е пълнолетното лице - навършило 18-годишна възраст, което в състояние на вменяемост извърши престъпление."
"Наказателно право","Непълнолетно лице - навършило 14 години, но ненавършило 18 години - е наказателноотговорно, ако е могло да разбира свойството и значението на деянието и да ръководи постъпките си."
"Наказателно право","Непълнолетните, на които деянието не може да се вмени във вина, се настаняват по решение на съда във възпитателно училище-интернат или в друго подходящо заведение, ако това се налага от обстоятелствата на случая."
"Наказателно право","Не е наказателноотговорно малолетното лице - ненавършило 14-годишна възраст."
"Наказателно право","Не е наказателноотговорно лицето, което действува в състояние на невменяемост - когато поради умствена недоразвитост или продължително или краткотрайно разстройство на съзнанието не е могло да разбира свойството или значението на извършеното или да ръководи постъпките си."
"Наказателно право","Не се налага наказание на лице, което е извършило престъпление, когато до произнасяне на присъдата изпадне в разстройство на съзнанието, вследствие на което не може да разбира свойството или значението на своите постъпки или да ги ръководи. Такова лице подлежи на наказание, ако оздравее."
"Наказателно право","Наказанието доживотен затвор без замяна, предвидено в особената част за даден вид престъпление, се налага само ако конкретно извършеното престъпление е изключително тежко и посочените в чл. 36 цели не могат да бъдат постигнати чрез по-леко наказание."
"Наказателно право","Наказанието доживотен затвор без замяна не може да се наложи на лице, което по време на извършване на престъплението не е навършило двадесет години, а по отношение на военнослужещите, както и във военно време - осемнадесет години. Наказанието доживотен затвор без замяна не може да се наложи и на жена, която се е намирала в състояние на бременност по време на извършване на престъплението или на постановяване на присъдата."
"Наказателно право","Пробационната мярка задължителна регистрация по настоящ адрес е явяване и подписване на осъдения пред пробационния служител или определено от него длъжностно лице в съответствие с определената от съда периодичност, но не по-малко от два пъти седмично."
"Наказателно право","Пробационната мярка задължителни периодични срещи с пробационен служител се провежда в пробационната служба, на чиято територия е настоящият адрес на осъдения. По изключение те може да се проведат на друго подходящо място, определено от пробационния служител, ако важни причини налагат това. Срещите са планирани или извънредни по искане на пробационния служител или осъдения."
"Наказателно право","Пробационната мярка ограничения в свободното придвижване е налагане на една или няколко от следните забрани за:"
"Наказателно право","Пробационната мярка поправителен труд се изпълнява по местоработата на осъдения и включва удръжки върху възнаграждението му от 10 до 25 на сто в полза на държавата. Времето, през което се изтърпява мярката, не се зачита за трудов стаж."
"Наказателно право","Когато осъденият остане без работа, съдът заменя остатъка от поправителния труд с безвъзмезден труд в полза на обществото, като за един ден от остатъка се определя един час безвъзмезден труд."
"Наказателно право","Предсрочно освобождаване"
"Наказателно право","Съдът налага наказание лишаване от свобода до три години, той може да отложи изпълнението на наложеното наказание за срок от три до пет години, ако лицето не е осъждано на лишаване от свобода за престъпление от общ характер и ако съдът намери, че за постигане целите на наказанието и преди всичко за поправянето на осъдения не е наложително да изтърпи наказанието."
"Наказателно право","Ако до изтичане на определения от съда изпитателен срок осъденият извърши друго умишлено престъпление от общ характер, за което, макар и след този срок, му бъде наложено наказание лишаване от свобода, той изтърпява и отложеното наказание."
"Наказателно право","Помилване"
"Наказателно право","Президентът може чрез помилване да опрости изцяло или отчасти наложеното наказание, а смъртното наказание, доживотния затвор без замяна и доживотния затвор - да опрости или замени."
"Наказателно право","РЕАБИЛИТАЦИЯ"
"Наказателно право","ПРИНУДИТЕЛНИ МЕДИЦИНСКИ МЕРКИ"
"Наказателно право","По отношение на лице, извършило общественоопасно деяние в състояние на невменяемост или изпаднало в такова състояние преди постановяване на присъдата или през време на изтърпяване на наказанието, съдът може да постанови:предаване на близките, ако поемат задължение за лекуването му под наблюдение на психо-неврологически диспансер;,принудително лекуване в обикновено психо-неврологическо заведение;,принудително лекуване в специална психиатрическа болница или в специално отделение в обикновено психо-неврологическо заведение."
"Наказателно право","Принудителното лекуване в обикновено психо-неврологическо заведение може да бъде постановено от съда по отношение на душевно болен, който с оглед на неговото психическо състояние и на характера на извършеното общественоопасно деяние се нуждае от болнични грижи и лекуване по принудителен ред."
"Наказателно право","Принудителното лекуване в специална психиатрическа болница или в специално отделение може да бъде постановено от съда по отношение на душевно болен, който с оглед на своето психическо състояние и на характера на извършеното общественоопасно деяние се явява особено опасен за обществото или за своите близки. В тези случаи лицето се държи под усилен надзор, изключващ възможността то да извърши ново общественоопасно деяние."
"Наказателно право","Когато престъплението е извършено от лице, което страда от алкохолизъм или от друга наркомания, съдът може наред с наказанието да постанови и принудително лекуване."
"Наказателно право","Когато е наложено наказание без лишаване от свобода, принудителното лекуване се извършва в медицински заведения със специален лечебен и трудов режим."
"Наказателно право","Принудителното лекуване на осъдените на лишаване от свобода се провежда през време на изпълнение на наказанието. Срокът за принудителното лекуване се приспада от срока на лишаването от свобода."
"Наказателно право","Който с цел да бъде съборена, подровена или отслабена властта в републиката участвува в извършването на опит за преврат за насилствено завземане на властта в центъра или по места, или в бунт, или във въоръжено въстание, се наказва с лишаване от свобода от десет до двадесет години, с доживотен затвор или с доживотен затвор без замяна."
"Наказателно право","Който с цел да подрови или отслаби властта в републиката или да и създаде затруднения лиши от живот държавен или обществен деятел, се наказва с лишаване от свобода двадесет години, с доживотен затвор или с доживотен затвор без замяна."
"Наказателно право","Който подбужда чужда държава или обществена група в чужбина към война или друго враждебно действие против Републиката, се наказва с лишаване от свобода от пет до петнадесет години."
"Наказателно право","Който лиши от живот представител на чужда държава с цел да предизвика война или международни усложнения срещу републиката, се наказва с лишаване от свобода от десет до двадесет години, с доживотен затвор или с доживотен затвор без замяна."
"Наказателно право","За тежка телесна повреда на такова лице със същата цел наказанието е лишаване от свобода от пет до петнадесет години."
"Наказателно право","Български гражданин, който във време на обявена или започната война, постъпи доброволно в редовете на неприятелска войска или въоръжена група или участвува във враждебно действие против Републиката, или под каквато и да е форма премине на страната на неприятеля, се наказва с лишаване от свобода от десет до двадесет години, с доживотен затвор или с доживотен затвор без замяна."
"Наказателно право","Който с цел да намали отбранителната способност на републиката предизвика бунт или неподчинение в българската войска или бягство от нея, или със същата цел разстрои подготовката или снабдяването и, се наказва с лишаване от свобода от пет до петнадесет години."
"Наказателно право","Който образува или ръководи организация или група, която си поставя за цел да извършва престъпления"
"Наказателно право","Който умишлено умъртви другиго, се наказва за убийство с лишаване от свобода от десет до двадесет години."
"Наказателно право","Приготовление за убийство се наказва с лишаване от свобода от една до шест години."
"Наказателно право","подбужда другиго към убийство"
"Наказателно право","За убийство, извършено в състояние на силно раздразнение, което е предизвикано от пострадалия с насилие, с тежка обида или клевета или с друго противозаконно действие, от което са настъпили или е било възможно да настъпят тежки последици за виновния или негови ближни"
"Наказателно право","За убийство, извършено при превишаване пределите на неизбежната отбрана, наказанието е лишаване от свобода до пет години."
"Наказателно право","За убийство, извършено от майка върху рожба във време на раждане или веднага след него, наказанието е лишаване от свобода до три години."
"Наказателно право","За убийство на току-що родена рожба с чудовищен вид виновният родител се наказва с лишаване от свобода до една година или с пробация."
"Наказателно право","Който причини другиму смърт по непредпазливост, се наказва с лишаване от свобода до пет години."
"Наказателно право","Ако смъртта е причинена с огнестрелно оръжие или със силно действуващо отровно вещество или ако е причинена смърт на две или повече лица, наказанието е лишаване от свобода от една до шест години."
"Наказателно право","причини другиму смърт поради незнание или немарливо изпълнение на занятие или на друга правно регламентирана дейност, представляващи източник на повишена опасност, се наказва с лишаване от свобода от една до шест години."
"Наказателно право","по непредпазливост причини другиму смърт чрез действия, които спадат към занятие или дейност по предходната алинея, които той няма право да упражнява, се наказва с лишаване от свобода от две до осем години."
"Наказателно право","причинена смърт на повече от едно лице, наказанието е лишаване от свобода от три до десет години, а в особено тежки случаи - лишаване от свобода от пет до петнадесет години."
"Наказателно право","смърт по непредпазливост вследствие на умишлено нанесена телесна повреда, се наказва с лишаване от свобода от три до дванадесет години при тежка телесна повреда, от две до осем години при средна телесна повреда и до пет години при лека телесна повреда."
"Наказателно право","извършено в състояние на силно раздразнение, което е предизвикано от пострадалия с насилие, с тежка обида или клевета или с друго противозаконно действие, от което са настъпили или е било възможно да настъпят тежки последици за виновния или негови ближни, наказанието е: при тежка телесна повреда - лишаване от свобода до пет години; при средна телесна повреда - лишаване от свобода до три години; при лека телесна повреда - лишаване от свобода до две години."
"Наказателно право","при превишаване пределите на неизбежната отбрана, наказанието е: при тежка телесна повреда - лишаване от свобода до пет години, при средна телесна повреда - лишаване от свобода до четири години, а при лека телесна повреда - лишаване от свобода до две години."
"Наказателно право","тежка телесна повреда се наказва с лишаване от свобода от три до десет години."
"Наказателно право","За лека телесна повреда, изразяваща се в причиняване на болка или страдание без разстройство на здравето, наказанието е лишаване от свобода до шест месеца или пробация, или глоба от сто до триста лева."
"Наказателно право","телесна повреда на длъжностно лице, на представител на обществеността, както и на военно лице, включително и от съюзна или приятелска държава или войска при или по повод изпълнение на службата или функцията му; или на лице, ползуващо се с международна защита;"
"Наказателно право","причини другиму по непредпазливост тежка или средна телесна повреда, се наказва с лишаване от свобода до една година или с пробация."
"Наказателно право","причини другиму тежка или средна телесна повреда поради незнание или поради немарливо изпълнение на занятие или на друга правно регламентирана дейност, представляващи източник на повишена опасност"
"Наказателно право","Който, като знае, че страда от венерическа болест, зарази другиго със същата болест, се наказва с лишаване от свобода"
"Наказателно право","Който наруши правила, установени за охрана на безопасността на труда, и с това изложи на опасност живота или здравето на трудещите се, се наказва с лишаване от свобода до три години или с пробация, както и с обществено порицание."
"Наказателно право","Който изложи лице, лишено от възможността да се самозапазва поради малолетство, престарялост, болест или изобщо поради своята безпомощност, по такъв начин, че животът му може да бъде в опасност, и като съзнава това, не му се притече на помощ, се наказва с лишаване от свобода до три години."
"Наказателно право","Който съзнателно не окаже помощ на лице, за което е длъжен да се грижи и което се намира в опасност за живота си и няма възможност да се самозапази поради малолетство, престарялост, болест или изобщо поради своята безпомощност, в случаите, когато е могъл да окаже помощ, се наказва с лишаване от свобода до една година или с пробация."
"Наказателно право","Който при непосредствена опасност за живота на другиго не се притече на помощ, която е могъл да му даде без опасност за себе си или за другиго, се наказва с пробация до шест месеца или с глоба от сто до триста лева."
"Наказателно право","Водач на превозно средство, който след превозна злополука, в която има участие, не окаже необходимата помощ на пострадалото лице, която е могъл да му даде без опасност за себе си или за другиго, се наказва с лишаване от свобода до една година или с пробация."
"Наказателно право","Лице, което упражнява медицинско занятие, ако след като бъде поканено, не се притече на помощ на болен или на родилка без уважителна причина, се наказва с пробация или с глоба от сто до триста лева."
"Наказателно право","Който отвлече другиго, се наказва с лишаване от свобода от три до десет години."
"Наказателно право","Който противозаконно лиши някого от свобода, се наказва с лишаване от свобода до шест години."
"Наказателно право","Който принуди другиго да извърши, да пропусне или да претърпи нещо, противно на волята му, като употреби за това сила, заплашване или злоупотреби с властта си, се наказва с лишаване от свобода до шест години."
"Наказателно право","Който задържи някого като заложник, чието освобождаване поставя в зависимост от изпълнението на определено условие от страна на държавата, на държавна или обществена организация или на трето лице, се наказва с лишаване от свобода от една до осем години."
"Наказателно право","поставеното от него условие не бъде изпълнено, ще причини смърт или тежка или средна телесна повреда на задържания, наказанието е лишаване от свобода от две до десет години."
"Наказателно право","Който се закани на другиго с престъпление против неговата личност или имот или против личността или имота на неговите ближни и това заканване би могло да възбуди основателен страх за осъществяването му, се наказва с лишаване от свобода до три години."
"Наказателно право","Който извърши действие с цел да възбуди или удовлетвори полово желание без съвкупление по отношение на лице, ненавършило 14-годишна възраст, се наказва за блудство с лишаване от свобода от една до шест години."
"Наказателно право","Който извърши действие с цел да възбуди или удовлетвори полово желание без съвкупление по отношение на лице, навършило 14-годишна възраст, чрез употреба на сила или заплашване, чрез използуване на безпомощното му състояние или чрез привеждането му в такова състояние или чрез използване на положение на зависимост или надзор, се наказва с лишаване от свобода от две до осем години."
"Наказателно право","Който се съвъкупи с лице, ненавършило 14-годишна възраст, доколкото извършеното не съставлява престъпление по чл. 152, се наказва с лишаване от свобода от две до шест години."
"Наказателно право","безпомощно състояние, се наказва за изнасилване с лишаване от свобода от две до осем години."
"Наказателно право","съвъкупи с лице от женски пол лишено от възможност за самоотбрана, и то без негово съгласие като го принуди към това със сила или заплашване"
"Наказателно право","Който се съвкупи с друго лице, като го принуди към това чрез използване на служебната му или материална зависимост от него, се наказва с лишаване от свобода до три години."
"Наказателно право","Съвъкупление между възходящи и низходящи, между братя и сестри и между осиновители и осиновени се наказва с лишаване от свобода до три години."
"Наказателно право","Който извърши блудствени действия или съвкупление с непълнолетно лице, което се занимава с проституция, се наказва с лишаване от свобода до три години."
"Наказателно право","Който склонява друго лице към проституция или свожда към блудствени действия или съвкупление, се наказва с лишаване от свобода."
"Наказателно право","Който предоставя систематически помещение на различни лица за полови сношения или за блудствени действия се наказва с лишаване от свобода"
"Наказателно право","Който склони или принуди друго лице към употреба на наркотични вещества или техни аналози с цел проституиране, съвкупление, блудствени действия или извършване на полово сношение или действия на полово удовлетворение с лице от същия пол, се наказва с лишаване от свобода"
"Наказателно право","Който чрез информационна или съобщителна технология или по друг начин предоставя или събира информация за лице, ненавършило 18-годишна възраст, за да се установи контакт с него за извършване на блудствено действие, съвкупление, полово сношение, проституция, за създаване на порнографски материал или за участие в порнографско представление, се наказва с лишаване от свобода"
"Наказателно право","Който склонява лице, ненавършило 14-годишна възраст, да наблюдава действителни, виртуални или симулирани полови сношения между лица от еднакъв или различен пол или похотливо показване на човешки полови органи, содомия, мастурбация, сексуален садизъм или мазохизъм, се наказва с лишаване от свобода"
